Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/token,31913,0,7,8.575584987276523,3.0725999968126416,196.3439999963157,466.0,357.28935426654044,0.0,7,8,9,10,13,17,34,46,120,170,200
,Aggregated,31913,0,7,8.575584987276523,3.0725999968126416,196.3439999963157,466.0,357.28935426654044,0.0,7,8,9,10,13,17,34,46,120,170,200
