Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/token,87137,0,10,16.51113627622344,3.117599990218878,343.5862000042107,466.0,729.6578427001534,0.0,10,13,15,18,29,56,100,130,220,300,340
,Aggregated,87137,0,10,16.51113627622344,3.117599990218878,343.5862000042107,466.0,729.6578427001534,0.0,10,13,15,18,29,56,100,130,220,300,340
