Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/application/o/token/,467,0,7700,8851.132002998173,602.2873999900185,32070.904899999732,3732.0,7.918948301032335,0.0,7700,10000,12000,14000,16000,20000,24000,29000,32000,32000,32000
,Aggregated,467,0,7700,8851.132002998173,602.2873999900185,32070.904899999732,3732.0,7.918948301032335,0.0,7700,10000,12000,14000,16000,20000,24000,29000,32000,32000,32000
