Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/realms/test-realm/protocol/openid-connect/token,89832,0,900,951.7340999699546,6.528199999593198,2258.8570000079926,2457.0,752.9904638916007,0.0,900,980,1100,1300,1500,1500,1600,1600,1700,2200,2300
,Aggregated,89832,0,900,951.7340999699546,6.528199999593198,2258.8570000079926,2457.0,752.9904638916007,0.0,900,980,1100,1300,1500,1500,1600,1600,1700,2200,2300
