Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/token,127371,0,210,280.0925232957435,3.20180002017878,2278.926800005138,466.0,1057.7109108019265,0.0,210,330,410,470,610,760,1000,1200,2100,2200,2300
,Aggregated,127371,0,210,280.0925232957435,3.20180002017878,2278.926800005138,466.0,1057.7109108019265,0.0,210,330,410,470,610,760,1000,1200,2100,2200,2300
