Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/realms/test-realm/protocol/openid-connect/token,4362,0,9,12.161904241105766,5.528099980438128,1134.2525000218302,2457.0,73.5994141768639,0.0,9,9,10,10,12,14,25,29,1100,1100,1100
,Aggregated,4362,0,9,12.161904241105766,5.528099980438128,1134.2525000218302,2457.0,73.5994141768639,0.0,9,9,10,10,12,14,25,29,1100,1100,1100
