Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/realms/test-realm/protocol/openid-connect/token,31759,0,8,11.946377407928425,4.449600004591048,2270.576599985361,2457.0,355.5331009018196,0.0,8,9,10,10,12,15,33,52,1300,2300,2300
,Aggregated,31759,0,8,11.946377407928425,4.449600004591048,2270.576599985361,2457.0,355.5331009018196,0.0,8,9,10,10,12,15,33,52,1300,2300,2300
