Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/realms/test-realm/protocol/openid-connect/token,14105,0,12000,12190.413701148635,4945.9473000024445,15846.166900009848,2457.0,117.71636531738297,0.0,12000,13000,13000,13000,15000,15000,15000,15000,16000,16000,16000
,Aggregated,14105,0,12000,12190.413701148635,4945.9473000024445,15846.166900009848,2457.0,117.71636531738297,0.0,12000,13000,13000,13000,15000,15000,15000,15000,16000,16000,16000
