Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/token,38870,0,3900,3844.393331952642,3.0886000022292137,39818.40109999757,466.0,324.199480066131,0.0,3900,4200,4400,4500,4800,5200,16000,26000,38000,40000,40000
,Aggregated,38870,0,3900,3844.393331952642,3.0886000022292137,39818.40109999757,466.0,324.199480066131,0.0,3900,4200,4400,4500,4800,5200,16000,26000,38000,40000,40000
