Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/realms/test-realm/protocol/openid-connect/token,13200,0,13000,13103.21649418926,6428.255100006936,17245.13399999705,2457.0,110.00976569718391,0.0,13000,14000,14000,15000,16000,16000,16000,17000,17000,17000,17000
,Aggregated,13200,0,13000,13103.21649418926,6428.255100006936,17245.13399999705,2457.0,110.00976569718391,0.0,13000,14000,14000,15000,16000,16000,16000,17000,17000,17000,17000
