Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/realms/test-realm/protocol/openid-connect/token,31011,0,5100,5041.639511099256,1149.900800024625,6870.229400024982,2457.0,259.86163256200825,0.0,5100,5300,5400,5500,5900,6300,6500,6500,6600,6800,6900
,Aggregated,31011,0,5100,5041.639511099256,1149.900800024625,6870.229400024982,2457.0,259.86163256200825,0.0,5100,5300,5400,5500,5900,6300,6500,6500,6600,6800,6900
