Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/realms/test-realm/protocol/openid-connect/token,22047,0,510,584.0634315870421,62.87969998084009,4572.91659998009,2457.0,245.7384995270856,0.0,510,590,640,690,970,1200,1300,1400,4300,4500,4600
,Aggregated,22047,0,510,584.0634315870421,62.87969998084009,4572.91659998009,2457.0,245.7384995270856,0.0,510,590,640,690,970,1200,1300,1400,4300,4500,4600
