Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/token,4373,0,6,6.741635216136582,3.064099990297109,80.67289998871274,466.0,73.76912954759224,0.0,6,7,7,8,9,11,19,24,68,81,81
,Aggregated,4373,0,6,6.741635216136582,3.064099990297109,80.67289998871274,466.0,73.76912954759224,0.0,6,7,7,8,9,11,19,24,68,81,81
