Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/application/o/token/,221,0,15000,16637.54395294036,1351.725999993505,51809.22540000756,3732.0,3.8039842348294703,0.0,15000,19000,23000,24000,32000,40000,44000,46000,52000,52000,52000
,Aggregated,221,0,15000,16637.54395294036,1351.725999993505,51809.22540000756,3732.0,3.8039842348294703,0.0,15000,19000,23000,24000,32000,40000,44000,46000,52000,52000,52000
