Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/token,82173,0,39,91.88996929893801,2.9254000110086054,885.1886999909766,466.0,688.0079931112833,0.0,39,68,110,150,270,390,480,530,660,860,890
,Aggregated,82173,0,39,91.88996929893801,2.9254000110086054,885.1886999909766,466.0,688.0079931112833,0.0,39,68,110,150,270,390,480,530,660,860,890
