Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/token,31799,0,8,11.217044029725791,3.021099983016029,258.72589999926277,466.0,356.1516222418399,0.0,8,10,12,13,18,27,48,70,180,250,260
,Aggregated,31799,0,8,11.217044029725791,3.021099983016029,258.72589999926277,466.0,356.1516222418399,0.0,8,10,12,13,18,27,48,70,180,250,260
