Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/realms/test-realm/protocol/openid-connect/token,32795,0,2000,2074.4917148894233,879.0207999991253,4336.076100007631,2457.0,275.90572670917925,0.0,2000,2100,2200,2300,2500,3100,3500,3600,3800,4200,4300
,Aggregated,32795,0,2000,2074.4917148894233,879.0207999991253,4336.076100007631,2457.0,275.90572670917925,0.0,2000,2100,2200,2300,2500,3100,3500,3600,3800,4200,4300
