Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/realms/test-realm/protocol/openid-connect/token,4376,0,9,11.438618418686374,5.188500013900921,861.169300012989,2457.0,73.80231044181575,0.0,9,9,10,11,12,14,25,31,850,860,860
,Aggregated,4376,0,9,11.438618418686374,5.188500013900921,861.169300012989,2457.0,73.80231044181575,0.0,9,9,10,11,12,14,25,31,850,860,860
