Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/realms/test-realm/protocol/openid-connect/token,31954,0,8,10.277776485018313,4.403200000524521,1164.387800003169,2457.0,357.5514995443929,0.0,8,9,10,10,12,15,37,54,200,1200,1200
,Aggregated,31954,0,8,10.277776485018313,4.403200000524521,1164.387800003169,2457.0,357.5514995443929,0.0,8,9,10,10,12,15,37,54,200,1200,1200
