Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/token,31853,0,6,8.005387655805881,3.149200027110055,186.4218999980949,466.0,356.6303607455474,0.0,6,8,9,10,12,16,29,40,120,170,190
,Aggregated,31853,0,6,8.005387655805881,3.149200027110055,186.4218999980949,466.0,356.6303607455474,0.0,6,8,9,10,12,16,29,40,120,170,190
