Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/realms/test-realm/protocol/openid-connect/token,86844,0,9,13.515740552013849,4.431800014572218,1593.6107000161428,2457.0,731.3858932948078,0.0,9,10,11,12,17,27,54,97,560,1600,1600
,Aggregated,86844,0,9,13.515740552013849,4.431800014572218,1593.6107000161428,2457.0,731.3858932948078,0.0,9,10,11,12,17,27,54,97,560,1600,1600
