Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/realms/test-realm/protocol/openid-connect/token,111006,0,410,474.1506348512808,4.817399982130155,8063.575500011211,2457.0,929.9319681970487,0.0,410,680,800,850,980,1100,1300,1500,3100,7500,8100
,Aggregated,111006,0,410,474.1506348512808,4.817399982130155,8063.575500011211,2457.0,929.9319681970487,0.0,410,680,800,850,980,1100,1300,1500,3100,7500,8100
