Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/application/o/token/,604,28,29000,29789.284739735536,740.0875000166707,81458.52780001587,3558.9933774834435,6.7317087968239475,0.3120659707136929,29000,36000,38000,41000,48000,58000,68000,72000,81000,81000,81000
,Aggregated,604,28,29000,29789.284739735536,740.0875000166707,81458.52780001587,3558.9933774834435,6.7317087968239475,0.3120659707136929,29000,36000,38000,41000,48000,58000,68000,72000,81000,81000,81000
