Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/application/o/token/,125,125,105000,105719.95649519957,88798.13089998788,115472.80800002045,0.0,1.0821719904864604,1.0821719904864604,105000,109000,111000,112000,114000,115000,115000,115000,115000,115000,115000
,Aggregated,125,125,105000,105719.95649519957,88798.13089998788,115472.80800002045,0.0,1.0821719904864604,1.0821719904864604,105000,109000,111000,112000,114000,115000,115000,115000,115000,115000,115000
