Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/token,120417,0,260,352.4864131825394,3.043899982003495,3013.046199979726,466.0,1003.4647842535287,0.0,260,500,620,690,810,900,1000,1100,2000,2800,3000
,Aggregated,120417,0,260,352.4864131825394,3.043899982003495,3013.046199979726,466.0,1003.4647842535287,0.0,260,500,620,690,810,900,1000,1100,2000,2800,3000
