Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/realms/test-realm/protocol/openid-connect/token,4394,0,9,11.779181270128474,5.401800008257851,1001.9626999855973,2457.0,74.09988075963281,0.0,9,9,10,10,12,15,28,36,990,1000,1000
,Aggregated,4394,0,9,11.779181270128474,5.401800008257851,1001.9626999855973,2457.0,74.09988075963281,0.0,9,9,10,10,12,15,28,36,990,1000,1000
