Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/token,87446,0,7,10.808884416708135,3.0610999965574592,370.6180999870412,466.0,732.2700314082907,0.0,7,9,11,12,17,27,51,76,150,320,370
,Aggregated,87446,0,7,10.808884416708135,3.0610999965574592,370.6180999870412,466.0,732.2700314082907,0.0,7,9,11,12,17,27,51,76,150,320,370
