Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/realms/test-realm/protocol/openid-connect/token,87385,0,9,14.27302762138586,4.474099987419322,1678.030699986266,2457.0,729.8926334157758,0.0,9,10,12,13,19,34,64,100,640,1700,1700
,Aggregated,87385,0,9,14.27302762138586,4.474099987419322,1678.030699986266,2457.0,729.8926334157758,0.0,9,10,12,13,19,34,64,100,640,1700,1700
